1353;DUNHILL INTERNATIONAL MENTHOL;10;Cajetilla;5.00 ;0
1356;MONTECRISTO MINI (10);10;Estuche;4.80 ;0
1360;FLOR CANO PETIT CORONAS (25);1;Caja;57.50 ;0
1362;MONTECRISTO N.2 (25);1;Caja;328.75 ;0
1363;SILK CUT PURPLE 100 S;10;Cajetilla;4.50 ;0
1365;AGIO MEHARI S ECUADOR . (50);4;Estuche;14.50 ;0
1381;F.T.PARTAGAS 8-9-8 (25);1;Caja;310.00 ;0
1389;PRINCE WHITE/ROUNDED;10;Cajetilla;4.50 ;0
1393;MORE MENTHOL BOX;10;Cajetilla;4.75 ;0
1395;SILK CUT BLUE;10;Cajetilla;4.50 ;0
1398;LA PAZ WILDE CIGARRO (5);10;Lata;2.85 ;0
1401;LA PAZ WILDE C.BRASIL TYPE(20);10;Lata;6.60 ;0
1403;DUNHILL INTERNATIONAL BLUE;10;Cajetilla;5.00 ;0
1417;NEOS MINI (20).;10;Estuche;3.80 ;0
1421;F.T.PARTAGAS HABANEROS (25);1;Caja;96.25 ;0
1425;H.W. SLIM PANATELAS (5);10;Estuche;2.60 ;0
1426;H.W. CAFE CREME NOIR (20);5;Lata;4.90 ;0
1427;H.W. CAFE CREME BLUE (20);5;Lata;4.90 ;0
1428;H.W. CAFE CREME (20);5;Lata;4.90 ;0
1429;ROM Y JUL CORONITAS (25);1;Caja;108.75 ;0
1430;H.W. SLIM PANETELAS (50);1;Bote;26.00 ;0
1435;SALEM MENTHOL;10;Cajetilla;4.50 ;0
1442;CLUBMASTER SUPERIORES (20);5;Lata;4.00 ;0
1445;H.W. HALF CORONAS (5);10;Estuche;3.80 ;0
1452;MONTECRISTO ESPECIAL N.2 (25);1;Caja;297.50 ;0
1456;CLUBMASTER GOLD . (20);5;Lata;4.00 ;0
1461;BORKUM RIFF WHISKEY (50G);5;Bolsa;4.35 ;0
1462;COHIBA CORONAS ESPECIAL (25);1;Caja;468.75 ;0
1465;MONTECRISTO N.3 (5);1;Estuche;42.50 ;0
1483;PUNCH PUNCH PUNCH (25);1;Caja;253.75 ;0
1484;TURNER HALFWARE SHAG (40G);10;Bolsa;5.40 ;0
1485;COHIBA SIGLO I (25);1;Caja;215.00 ;0
1490;VEGA ROBAINA FAMOSOS (25);1;Caja;246.25 ;0
1493;DAVIDOFF DEMI TASSE NL (10);10;Caja;14.50 ;0
1499;AMPHORA FULL AROMATIC (50G);5;Bolsa;4.00 ;0
1507;JOHN PLAYER KING SIZE BLUE;10;Cajetilla;4.35 ;0
1508;NOBEL PETIT FINE SUMATRA. (20);5;Estuche;7.45 ;0
1510;QUINTERO LONDRES EXTRA (25);1;Caja;56.25 ;0
1513;VEGA ROBAINA UNICOS (25);1;Caja;308.75 ;0
1518;GUAJIRO GRAN CEDRO (25);1;Caja;37.50 ;0
1520;COHIBA SIGLO II (25);1;Caja;286.25 ;0
1524;VEGA ROBAINA FAMILIAR (25);1;Caja;203.75 ;0
1526;MINI DAVIDOFF CIGAR SILVER 20;10;Estuche;11.60 ;0
1528;COHIBA SIGLO IV (25);1;Caja;390.00 ;0
1533;H.MONTERREY EPICURE N.2 (25);1;Caja;267.50 ;0
1535;AMSTERDAMER SHAG (40G);10;Bolsa;5.65 ;0
1538;BORKUM RIFF ORIGINAL (50G) BY.;5;Bolsa;4.35 ;0
1541;MONTECRISTO ESPECIAL (25);1;Caja;328.75 ;0
1544;COHIBA ROBUSTOS (25);1;Caja;450.00 ;0
1545;BORKUM RIFF CHERRY CAVEN.(50G);5;Bolsa;4.55 ;0
1548;VEGA ROBAINA CLASICO (25);1;Caja;242.50 ;0
1549;DAVIDOFF N.2000 NL (25);1;Caja;211.25 ;0
1550;VEGA ROBAINA D.ALEJANDRO (25);1;Caja;406.25 ;0
1554;ROM Y JUL ROMEO N.1 (10);1;Estuche;57.50 ;0
1558;SANCHO PANZA MOLINOS (25);1;Caja;195.00 ;0
1559;SANCHO PANZA NON PLUS (25);1;Caja;130.00 ;0
1560;ST. BRUNO READY RUBBED (50G);5;Bolsa;5.10 ;0
1561;TURNER ZWARE SHAG (40G);10;Bolsa;5.40 ;0
1564;MONTECRISTO JOYITAS (25);1;Caja;117.50 ;0
1569;PUNCH CHURCHILLS (25);1;Caja;375.00 ;0
1576;DAVIDOFF N.3000 NL (25);1;Caja;245.00 ;0
1580;DAVIDOFF N.1000 NL (25);1;Caja;162.50 ;0
1590;F.T.PARTAGAS LUSITANIA (25);1;Caja;412.50 ;0
1594;SANCHO PANZA BELICOSOS (25);1;Caja;235.00 ;0
1597;MAC BAREN MIXTURE (50G);5;Bolsa;4.20 ;0
1598;CALYPSO REIG MINI FILTER NL(20);5;Estuche;4.95 ;0
1599;ROM Y JUL CHURCHILLS TUBO (10);1;Caja;161.00 ;0
1603;COHIBA EXQUISITOS (25);1;Caja;273.75 ;0
1607;COHIBA PANATELAS (25);1;Caja;223.75 ;0
1613;HALF AND HALF (50G);5;Bolsa;4.45 ;0
1625;DAVIDOFF N.4000 NL (25);1;Caja;300.00 ;0
1627;DAVIDOFF N.2 NL (25);1;Caja;335.00 ;0
1629;DAVIDOFF N.2000 NL (5);1;Estuche;42.25 ;0
1631;CONDOR (50G);5;Bolsa;5.05 ;0
1633;COHIBA SIGLO III (25);1;Caja;325.00 ;0
1634;BORKUM RIFF BLACK CAVEN. (50G);5;Bolsa;4.55 ;0
1636;COHIBA SIGLO V (25);1;Caja;523.75 ;0
1637;DAVIDOFF N.1000 NL (5);1;Estuche;32.50 ;0
1638;COHIBA LANCEROS (25);1;Caja;533.75 ;0
1640;LA PAZ WILDE CORONA (5);10;Estuche;3.85 ;0
1645;CLAN FINE AROMATIC . (50G);5;Bolsa;4.30 ;0
1646;CAPSTAN ORIGINAL NAVY CUT(50G);5;Lata;6.15 ;0
1651;BROOKFIELD (50G);5;Bolsa;3.10 ;0
1654;SANCHO PANZA SANCHOS (10);1;Caja;109.00 ;0
1655;COHIBA ESPLENDIDOS (25);1;Caja;663.75 ;0
1659;DAVIDOFF N.3000 NL (5);1;Estuche;49.00 ;0
1666;DAVIDOFF N.1 NL (25);1;Caja;370.00 ;0
1668;PUNCH PETIT C. DEL PUNCH (25);1;Caja;146.25 ;0
1673;ROM Y JUL EXHIBICION N.3(25);1;Caja;267.50 ;0
1683;SANCHO PANZA COR.GIGANTE (10);1;Caja;116.00 ;0
1689;DAVIDOFF N.2 NL (5);1;Estuche;67.00 ;0
1692;COHIBA CORONAS ESPECIAL (5);1;Estuche;93.75 ;0
1696;BORKUM RIFF MALT WHISKEY (50G);5;Bolsa;4.65 ;0
1699;KENTUCKY BIRD (50G);5;Bolsa;3.65 ;0
1701;MONTECRISTO TUBO (10);1;Caja;104.00 ;0
1705;MONTECRISTO A (25);1;Caja;783.75 ;0
1712;BORKUM RIFF CHAMPAGNE (50G);5;Bolsa;4.65 ;0
1715;DAVIDOFF N.1 NL (5);1;Estuche;74.00 ;0
1720;INDIAN SUMMER (50G);5;Bolsa;4.35 ;0
1723;MAC BAREN GOLDEN AMBROSIA(50G);5;Bolsa;4.20 ;0
1725;H.MONTERREY EPICURE N.1 (25);1;Caja;267.50 ;0
1730;COHIBA LANCEROS (5);1;Estuche;106.75 ;0
1733;MAC BAREN CHERRY AMBROSIA (50g);5;Bolsa;4.20 ;0
1747;COHIBA PANATELAS (5);1;Estuche;44.75 ;0
1748;DAVIDOFF AMBASSADRICE NL(10);1;Caja;63.00 ;0
1754;SKANDINAVIK AROMATIC .(50G);5;Bolsa;4.15 ;0
1757;GAWITH APRICOT (10G);20;Lata;1.50 ;0
1758;GLETSCHERPRISE (10G);20;Lata;1.50 ;0
1761;LOWENPRISE (10G);20;Lata;1.50 ;0
1766;RAFAEL GONZ. LONSDALES (25);1;Caja;165.00 ;0
1772;DAVIDOFF SPECIAL R NL(25);1;Caja;341.25 ;0
1775;SKANDINAVIK MIXTURE (50G);5;Bolsa;4.15 ;0
1776;EXCLUSIV SHERRY&CHERRY LT(50G);5;Lata;3.90 ;0
1777;DAVIDOFF N.4000 NL (5);1;Estuche;60.00 ;0
1783;CAPSTAN GOLD NAVY CUT (50G);5;Lata;6.15 ;0
1788;MAC BAREN GOLD DENMARK (50G);5;Bolsa;4.20 ;0
1805;DAVIDOFF AMBASSADRICE NL(25);1;Caja;157.50 ;0
1816;DANSKE CLUB BLACK LUXURY (50G);5;Bolsa;3.95 ;0
1820;EXCLUSIV WILD MANGO (50G);5;Bolsa;3.40 ;0
1822;J.CORTES MINI (20);5;Estuche;6.80 ;0
1829;MAC LINTOCK BLACK CHERRY (50G);5;Bolsa;3.70 ;0
1841;DAVIDOFF SPECIAL R NL (4);1;Estuche;54.60 ;0
1845;DAVIDOFF SPECIAL T (20)NL;1;Caja;280.00 ;0
1850;MAC BAREN MIXTURE AROMATIC50BY;5;Bolsa;4.20 ;0
1859;DAVIDOFF SPECIAL T NL (4);1;Estuche;56.00 ;0
1889;BORKUM RIFF WHISKEY LAT.(200G);1;Lata;14.50 ;0
1907;DAVIDOFF SCOTTISH MIXTURE NL(50G);5;Lata;9.00 ;0
1934;DAVIDOFF LONG PANETELLA(10)NL;1;Caja;21.40 ;0
1942;W.O.LARSEN OLD FASHION. (100G);3;Lata;12.10 ;0
1949;DAVIDOFF ANIVERSARIO N.2(4)NL;1;Estuche;100.00 ;0
1954;DAVIDOFF ANIVERSARIO N.2 NL (10);1;Caja;250.00 ;0
1966;MAC LINTOCK B.CHERRY LT.(100G);5;Lata;6.30 ;0
1999;MAC LINTOCK WILD CHERRY (50G);5;Bolsa;3.65 ;0
2001;W.O.LARSEN CLASSIC (100G);3;Lata;12.10 ;0
2003;SWEET DUBLIN MIXTURE (50G);5;Bolsa;4.15 ;0
2051;MAC LINTOCK WILD CHE.LT.(100G);5;Lata;6.20 ;0
2121;PUNCH PETIT CORONATIONS (25);1;Caja;115.00 ;0
2223;ROM Y JUL EXCEPCIONALES (25);1;Caja;53.75 ;0
2414;H.MONTERREY MIDI (5);10;Estuche;3.00 ;0
2443;P STUYVESANT BLUE;10;Cajetilla;4.10 ;0
2444;P STUYVESANT SILVER;10;Cajetilla;4.10 ;0
2449;SUPERKINGS MENTHOL;10;Cajetilla;4.40 ;0
2459;PANTER VITESSE DE LUXE (10);10;Estuche;2.90 ;0
2460;AGIO AROME (20);10;Estuche;4.90 ;0
2461;WINFIELD RED;8;Cajetilla;5.60 ;0
2462;WINFIELD BLUE;8;Cajetilla;5.60 ;0
2470;AGIO MEHARI S (50);4;Caja;14.50 ;0
2481;P STUYVESANT RED;10;Cajetilla;4.10 ;0
2524;WILLEM II WINGS MINI CILLO(20);10;Estuche;3.90 ;0
2531;NAKHLA 2 MANZANAS 250;1;Caja;6.00 ;0
2538;J.CORTES CLASSIC (5);10;Estuche;3.50 ;0
2539;DUCADOS MINI CLASSIC (20);10;Estuche;2.85 ;0
2545;WINSTON SILVER;10;Cajetilla;4.10 ;0
2548;PHILIP MORRIS FILTER KING;10;Cajetilla;4.25 ;0
2570;DUCADOS AZUL/BLANCO DURO;10;Cajetilla;4.20 ;0
2586;BELGA RED;8;Cajetilla;4.90 ;0
2588;REX CIGARRITOS (20);10;Estuche;3.00 ;0
2589;REX CIGARRITOS FILTRO (20);10;Estuche;3.00 ;0
2590;DAVIDOFF ANIVERSARIO N.1(5)NL;1;Caja;167.50 ;0
2591;DAVIDOFF N.3 NL (25);1;Caja;158.75 ;0
2592;DAVIDOFF DOBLE R (10)NL;1;Caja;270.00 ;0
2593;DAVIDOFF GRAND CRU N 1 NL(5);1;Estuche;58.50 ;0
2594;DAVIDOFF GRAND CRU N 1NL(25);1;Caja;292.50 ;0
2595;DAVIDOFF GRAND CRU N 2 NL(5);1;Estuche;51.75 ;0
2596;DAVIDOFF GRAND CRU N 2 NL(25);1;Caja;258.75 ;0
2597;DAVIDOFF GRAND CRU N.3 NL(5);1;Estuche;48.00 ;0
2598;DAVIDOFF GRAND CRU N.3 NL(25);1;Caja;240.00 ;0
2599;DAVIDOFF GRAND CRU N.4 NL(5);1;Estuche;38.50 ;0
2600;DAVIDOFF GRAND CRU N.4 NL(25);1;Caja;192.50 ;0
2601;DAVIDOFF GRAND CRU N.5 NL (5);1;Estuche;31.50 ;0
2602;DAVIDOFF GRAND CRU N.5 NL(25);1;Caja;157.50 ;0
2604;DAVIDOFF Nº2 TUBOS NL (4);1;Estuche;55.80 ;0
2605;DAVIDOFF N.2 TUBOS NL (20);1;Caja;279.00 ;0
2607;DAVIDOFF N.3 NL (5);1;Estuche;31.75 ;0
2610;FARIAS SUPERIORES (5);10;Estuche;6.25 ;0
2611;ENTREFINOS CORTADOS (10);10;Estuche;5.00 ;0
2612;ENTREFINOS JAVA (10);10;Estuche;5.00 ;0
2613;ALBATROS DORADOS (20);1;Caja;42.00 ;0
2619;VEGAFINA MINI (20);5;Estuche;4.75 ;0
2621;ROTHMANS RED;10;Cajetilla;4.50 ;0
2628;FARIAS MINI (20);10;Estuche;4.30 ;0
2632;FARIAS CHICOS (10);10;Estuche;5.60 ;0
2636;KING EDWARD IMPERIAL (50);1;Caja;52.00 ;0
2637;MARLBORO RED 100 S;10;Cajetilla;4.60 ;0
2638;MARLBORO GOLD 100 S;10;Cajetilla;4.60 ;0
2645;KING EDWARD SPECIALS (50);1;Caja;29.00 ;0
2648;FARIAS PURITOS (10);10;Estuche;5.35 ;0
2652;LAMBERT & BUTLER MENTHOL;10;Cajetilla;4.35 ;0
2653;BERKELEY SUPERKINGS;10;Cajetilla;4.40 ;0
2654;BERKELEY BLUE;10;Cajetilla;4.40 ;0
2655;BERKELEY MENTHOL;10;Cajetilla;4.40 ;0
2656;VEGAFINA CORONAS (25);1;Caja;87.50 ;0
2657;VEGAFINA CORONITAS (25);1;Caja;82.50 ;0
2658;VEGAFINA CERVANTES (25);1;Caja;115.00 ;0
2659;VEGAFINA PROMINENTES (25);1;Caja;157.50 ;0
2660;VEGAFINA ROBUSTOS (25);1;Caja;107.50 ;0
2696;LA PAZ C.C WILDE CIGARRO (50);1;Lata;26.30 ;0
2701;MAKLA IFRIKIA (20G);10;Lata;1.35 ;0
2711;W.O.LARSEN M.B.SWEET AROM 50G;5;Bolsa;5.00 ;0
2735;MAYFAIR KING SIZE;10;Cajetilla;3.95 ;0
2736;MAYFAIR SKY BLUE;10;Cajetilla;3.95 ;0
2779;AVO MAESTOSO (25)NL;1;Caja;105.50 ;0
2780;AVO MAESTOSO (4)NL;1;Caja;16.88 ;0
2781;AVO INTERMEZZO (25)NL;1;Caja;85.50 ;0
2782;AVO INTERMEZZO (4)NL;1;Caja;13.68 ;0
2796;AVO ALLEGRO (25)NL;1;Caja;51.50 ;0
2797;AVO PRESTO (5)NL;1;Caja;10.30 ;0
2798;AVO PRESTO (25)NL;1;Caja;51.50 ;0
2799;AVO NOTTURNO (5)NL;1;Caja;13.80 ;0
2800;AVO NOTTURNO (25)NL;1;Caja;69.00 ;0
2801;AVO SERENATA (25)NL;1;Caja;77.75 ;0
2802;AVO SERENATA (5)NL;1;Caja;15.55 ;0
2803;AVO PRELUDIO (5)NL;1;Caja;15.80 ;0
2804;AVO PRELUDIO (25)NL;1;Caja;79.00 ;0
2805;AVO ALLEGRO (5)NL;1;Caja;10.30 ;0
2824;PANTER AROME (20);10;Lata;4.90 ;0
2831;BENSON & HEDGES GOLD;10;Cajetilla;4.50 ;0
2840;L&M RED LABEL DURO;10;Cajetilla;3.95 ;0
2841;L&M BLUE LABEL DURO;10;Cajetilla;3.95 ;0
2850;F.T.PARTAGAS SER.D N.4 (25);1;Caja;267.50 ;0
2852;ROM Y JUL ROMEO N.3 (25);1;Caja;116.25 ;0
2870;WEST BLUE;10;Cajetilla;3.95 ;0
2872;DAVIDOFF CLASSIC;10;Cajetilla;4.50 ;0
2873;DAVIDOFF GOLD;10;Cajetilla;4.50 ;0
2876;ENTREFINOS MINI (20);10;Estuche;3.70 ;0
2879;J.CORTES FUEGO MAÑANITA (24);10;Caja;4.40 ;0
2884;MARLBORO RED DURO;10;Cajetilla;4.50 ;0
2885;MARLBORO RED BLANDO;10;Cajetilla;4.50 ;0
2886;MARLBORO GOLD DURO;10;Cajetilla;4.50 ;0
2891;TRINIDAD FUNDADORES (24);1;Caja;374.40 ;0
2904;LA PAZ MINI WILDE BLUE (20).;10;Estuche;5.50 ;0
2905;MAC BAREN ORIGINAL CHOICE(40G);5;Bolsa;4.50 ;0
